uri,scols,srows,wcols,wrows,coff,roff,aa,eye,windowDistance,vx,vy,vz,windowHeight,shapeCount,rows,windowWidth,cols,lightCount,nmethods,opTime,nblocks,ninsts,ts,bodySize,duration
/raytracer,400,300,100,100,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:14.286909406Z,1393,273124267
/raytracer,400,300,100,300,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:14.548117671Z,1389,188112387
/raytracer,400,300,100,500,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:14.764527682Z,1395,148041798
/raytracer,400,300,100,700,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:14.983960867Z,1395,156451598
/raytracer,400,300,100,900,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:15.253693681Z,1393,196515201
/raytracer,400,300,300,100,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:15.428430229Z,1398,114260399
/raytracer,400,300,300,300,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:15.769205918Z,1393,277764210
/raytracer,400,300,300,500,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:16.178081554Z,1387,337743502
/raytracer,400,300,300,700,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:16.718215561Z,1392,470857014
/raytracer,400,300,300,900,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:17.361667697Z,1386,580587814
/raytracer,400,300,500,100,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:17.552117826Z,1392,121278947
/raytracer,400,300,500,300,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:17.971171162Z,1388,346739759
/raytracer,400,300,500,500,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:18.568596448Z,1401,532266659
/raytracer,400,300,500,700,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:19.382525179Z,1400,745333536
/raytracer,400,300,500,900,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:20.410225206Z,1394,951140484
/raytracer,400,300,700,100,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:20.644953819Z,1389,162941924
/raytracer,400,300,700,300,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:21.158629467Z,1399,449234020
/raytracer,400,300,700,500,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:21.983203546Z,1401,738962402
/raytracer,400,300,700,700,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:23.089469574Z,1395,1038339291
/raytracer,400,300,700,900,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:24.482073074Z,1394,1312067653
/raytracer,400,300,900,100,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:24.746006194Z,1390,190820906
/raytracer,400,300,900,300,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:25.376773809Z,1389,568146836
/raytracer,400,300,900,500,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:26.391630904Z,1392,935082317
/raytracer,400,300,900,700,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:27.803992694Z,1387,1343390571
/raytracer,400,300,900,900,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:29.632885412Z,1391,1755912088
/raytracer,400,300,100,100,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:29.734430526Z,1385,25123865
/raytracer,400,300,100,300,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:29.861562975Z,1406,66683546
/raytracer,400,300,100,500,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:30.036332814Z,1402,110391982
/raytracer,400,300,100,700,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:30.269238810Z,1390,165723849
/raytracer,400,300,100,900,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:30.535377382Z,1398,193217169
/raytracer,400,300,300,100,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:30.681122198Z,1387,77504705
/raytracer,400,300,300,300,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:30.949123591Z,1392,204376642
/raytracer,400,300,300,500,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:31.345995793Z,1397,335341869
/raytracer,400,300,300,700,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:31.870596193Z,1406,457683303
/raytracer,400,300,300,900,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:32.528579881Z,1401,591720521
/raytracer,400,300,500,100,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:32.714436971Z,1392,110900079
/raytracer,400,300,500,300,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:33.097666119Z,1396,319733605
/raytracer,400,300,500,500,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:33.706379578Z,1392,536855401
/raytracer,400,300,500,700,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:34.523907909Z,1389,749901922
/raytracer,400,300,500,900,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:35.558305899Z,1398,964027774
/raytracer,400,300,700,100,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:35.786829796Z,1390,156717245
/raytracer,400,300,700,300,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:36.311151434Z,1400,451076103
/raytracer,400,300,700,500,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:37.162982854Z,1400,785822691
/raytracer,400,300,700,700,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:38.335526759Z,1395,1100245358
/raytracer,400,300,700,900,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:39.820050951Z,1405,1408812194
/raytracer,400,300,900,100,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:40.090146808Z,1394,194869680
/raytracer,400,300,900,300,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:40.752048992Z,1398,597473489
/raytracer,400,300,900,500,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:41.766608691Z,1393,948349408
/raytracer,400,300,900,700,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:43.216486246Z,1390,1377744256
/raytracer,400,300,900,900,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:45.060478925Z,1385,1766277970
/raytracer,400,300,100,100,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:45.175489044Z,1397,24526714
/raytracer,400,300,100,300,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:45.317776388Z,1389,67764060
/raytracer,400,300,100,500,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:45.488041401Z,1394,107991012
/raytracer,400,300,100,700,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:45.697390195Z,1391,148789621
/raytracer,400,300,100,900,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:45.952057763Z,1402,191240477
/raytracer,400,300,300,100,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:46.091820393Z,1395,65385804
/raytracer,400,300,300,300,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:46.347066877Z,1396,194655323
/raytracer,400,300,300,500,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:46.740532696Z,1387,332323187
/raytracer,400,300,300,700,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:47.260882722Z,1401,447099052
/raytracer,400,300,300,900,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:47.900911372Z,1405,574572236
/raytracer,400,300,500,100,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:48.077145136Z,1388,108979202
/raytracer,400,300,500,300,0,0,false,[0.0 30.0 -200.0],1.0,(-0.9999999999999999 0.0 0.0),(0.0 0.9805806756909201 0.19611613513818402),(-0.0 0.19611613513818404 -0.9805806756909202),0.6840402866513374,5,300.0,0.8975983604009242,400.0,3,0,0,0,0,2024-05-30T22:19:48.459506232Z,1402,321366879
